8.208300000000000000e+04,4.777000000000000000e+04,2.657600000000000000e+04,1.849700000000000000e+04,1.119800000000000000e+04,7.390000000000000000e+03,5.144000000000000000e+03,4.022000000000000000e+03
8.657200000000000000e+04,4.016400000000000000e+04,2.513600000000000000e+04,1.699800000000000000e+04,1.076100000000000000e+04,6.788000000000000000e+03,4.827000000000000000e+03,3.879000000000000000e+03
9.391200000000000000e+04,5.001700000000000000e+04,2.839000000000000000e+04,1.609400000000000000e+04,1.029500000000000000e+04,7.063000000000000000e+03,4.562000000000000000e+03,3.622000000000000000e+03
7.343300000000000000e+04,3.963700000000000000e+04,2.484900000000000000e+04,1.563000000000000000e+04,8.436000000000000000e+03,5.600000000000000000e+03,3.843000000000000000e+03,2.853000000000000000e+03
8.487100000000000000e+04,5.117800000000000000e+04,2.950200000000000000e+04,1.897400000000000000e+04,1.069300000000000000e+04,7.808000000000000000e+03,5.360000000000000000e+03,4.267000000000000000e+03
1.092100000000000000e+05,5.066900000000000000e+04,2.718100000000000000e+04,1.696400000000000000e+04,1.089500000000000000e+04,7.764000000000000000e+03,5.341000000000000000e+03,4.265000000000000000e+03
1.255620000000000000e+05,9.313000000000000000e+04,6.861300000000000000e+04,3.652400000000000000e+04,1.905500000000000000e+04,1.303200000000000000e+04,1.002100000000000000e+04,8.235000000000000000e+03
6.682600000000000000e+04,4.526300000000000000e+04,2.741800000000000000e+04,1.645100000000000000e+04,1.011900000000000000e+04,6.365000000000000000e+03,3.760000000000000000e+03,2.841000000000000000e+03
6.519900000000000000e+04,4.569200000000000000e+04,2.950000000000000000e+04,1.898800000000000000e+04,1.243800000000000000e+04,7.982000000000000000e+03,5.664000000000000000e+03,4.767000000000000000e+03
6.354200000000000000e+04,4.125800000000000000e+04,2.416000000000000000e+04,1.451900000000000000e+04,9.149000000000000000e+03,5.557000000000000000e+03,3.606000000000000000e+03,2.693000000000000000e+03
