0.000000000000000000e+00,7.000000000000000000e+00,2.970000000000000000e+02,8.380000000000000000e+02,1.561000000000000000e+03,2.538000000000000000e+03,3.505000000000000000e+03,3.505000000000000000e+03
0.000000000000000000e+00,4.000000000000000000e+00,6.000000000000000000e+01,5.250000000000000000e+02,1.176000000000000000e+03,2.128000000000000000e+03,2.928000000000000000e+03,2.928000000000000000e+03
0.000000000000000000e+00,7.000000000000000000e+00,6.900000000000000000e+01,1.620000000000000000e+02,5.230000000000000000e+02,9.970000000000000000e+02,1.601000000000000000e+03,1.601000000000000000e+03
0.000000000000000000e+00,3.000000000000000000e+00,1.020000000000000000e+02,6.330000000000000000e+02,1.556000000000000000e+03,2.203000000000000000e+03,2.837000000000000000e+03,2.837000000000000000e+03
0.000000000000000000e+00,3.800000000000000000e+01,3.440000000000000000e+02,1.218000000000000000e+03,2.292000000000000000e+03,3.452000000000000000e+03,4.200000000000000000e+03,4.200000000000000000e+03
0.000000000000000000e+00,1.400000000000000000e+01,1.140000000000000000e+02,5.590000000000000000e+02,1.171000000000000000e+03,2.837000000000000000e+03,3.501000000000000000e+03,3.501000000000000000e+03
0.000000000000000000e+00,3.000000000000000000e+00,2.610000000000000000e+02,8.280000000000000000e+02,1.884000000000000000e+03,3.216000000000000000e+03,3.989000000000000000e+03,3.989000000000000000e+03
0.000000000000000000e+00,6.700000000000000000e+01,2.000000000000000000e+02,4.700000000000000000e+02,9.550000000000000000e+02,1.733000000000000000e+03,2.215000000000000000e+03,2.215000000000000000e+03
0.000000000000000000e+00,2.000000000000000000e+01,1.050000000000000000e+02,5.350000000000000000e+02,1.298000000000000000e+03,2.345000000000000000e+03,2.955000000000000000e+03,2.955000000000000000e+03
0.000000000000000000e+00,1.000000000000000000e+00,3.130000000000000000e+02,6.010000000000000000e+02,1.236000000000000000e+03,2.311000000000000000e+03,3.034000000000000000e+03,3.034000000000000000e+03
