1.682370000000000000e+05,1.160870000000000000e+05,8.230900000000000000e+04,6.249900000000000000e+04,4.137500000000000000e+04,2.962100000000000000e+04,2.252700000000000000e+04,1.871900000000000000e+04
1.510710000000000000e+05,8.829600000000000000e+04,6.328800000000000000e+04,4.983700000000000000e+04,3.602600000000000000e+04,2.733100000000000000e+04,2.354700000000000000e+04,1.977900000000000000e+04
1.360110000000000000e+05,9.616800000000000000e+04,6.592300000000000000e+04,4.831400000000000000e+04,3.759500000000000000e+04,2.963400000000000000e+04,2.405400000000000000e+04,2.067700000000000000e+04
1.366110000000000000e+05,9.214900000000000000e+04,7.058000000000000000e+04,5.780800000000000000e+04,4.118100000000000000e+04,3.345900000000000000e+04,2.536100000000000000e+04,2.132900000000000000e+04
1.476140000000000000e+05,9.513000000000000000e+04,6.650700000000000000e+04,5.223400000000000000e+04,3.881500000000000000e+04,3.276400000000000000e+04,2.644400000000000000e+04,2.326700000000000000e+04
1.521400000000000000e+05,9.292400000000000000e+04,5.637600000000000000e+04,4.430500000000000000e+04,3.344800000000000000e+04,2.620500000000000000e+04,1.995900000000000000e+04,1.795100000000000000e+04
1.588080000000000000e+05,1.234080000000000000e+05,9.269600000000000000e+04,5.902200000000000000e+04,3.898500000000000000e+04,3.055800000000000000e+04,2.381000000000000000e+04,2.087500000000000000e+04
1.194960000000000000e+05,9.537100000000000000e+04,7.193000000000000000e+04,5.412200000000000000e+04,4.502400000000000000e+04,3.679900000000000000e+04,2.935000000000000000e+04,2.575500000000000000e+04
1.103400000000000000e+05,8.788700000000000000e+04,6.556300000000000000e+04,4.917800000000000000e+04,3.962300000000000000e+04,3.060900000000000000e+04,2.504500000000000000e+04,2.287400000000000000e+04
1.210710000000000000e+05,9.843200000000000000e+04,7.355800000000000000e+04,5.054300000000000000e+04,4.054600000000000000e+04,3.156700000000000000e+04,2.543200000000000000e+04,2.214500000000000000e+04
