5.165562033653259277e-02,9.874333143234252930e-01
5.121137946844100952e-02,9.876666665077209473e-01
6.008042022585868835e-02,9.849333167076110840e-01
6.090908497571945190e-02,9.853333234786987305e-01
6.161371991038322449e-02,9.848333597183227539e-01
6.626263260841369629e-02,9.847000241279602051e-01
4.887532442808151245e-02,9.883666634559631348e-01
5.183615908026695251e-02,9.878000020980834961e-01
5.153729394078254700e-02,9.872666597366333008e-01
5.489133670926094055e-02,9.861666560173034668e-01
