3.372900000000000000e+04,1.357100000000000000e+04,5.457000000000000000e+03,2.993000000000000000e+03,1.434000000000000000e+03,7.790000000000000000e+02,4.000000000000000000e+02,2.730000000000000000e+02
3.537800000000000000e+04,1.621500000000000000e+04,7.225000000000000000e+03,3.595000000000000000e+03,1.635000000000000000e+03,8.400000000000000000e+02,3.930000000000000000e+02,2.190000000000000000e+02
3.556900000000000000e+04,1.500500000000000000e+04,6.478000000000000000e+03,3.174000000000000000e+03,1.533000000000000000e+03,8.390000000000000000e+02,4.320000000000000000e+02,2.690000000000000000e+02
3.637000000000000000e+04,1.504300000000000000e+04,5.989000000000000000e+03,2.927000000000000000e+03,1.348000000000000000e+03,7.180000000000000000e+02,3.350000000000000000e+02,2.260000000000000000e+02
3.439100000000000000e+04,1.599100000000000000e+04,7.375000000000000000e+03,3.685000000000000000e+03,1.798000000000000000e+03,9.220000000000000000e+02,4.800000000000000000e+02,3.140000000000000000e+02
3.275000000000000000e+04,1.583500000000000000e+04,7.284000000000000000e+03,3.717000000000000000e+03,1.770000000000000000e+03,1.029000000000000000e+03,5.380000000000000000e+02,3.710000000000000000e+02
3.123700000000000000e+04,1.442300000000000000e+04,6.663000000000000000e+03,3.001000000000000000e+03,1.475000000000000000e+03,7.910000000000000000e+02,4.390000000000000000e+02,3.090000000000000000e+02
3.432700000000000000e+04,1.650000000000000000e+04,6.801000000000000000e+03,2.988000000000000000e+03,1.524000000000000000e+03,7.370000000000000000e+02,3.840000000000000000e+02,2.740000000000000000e+02
3.286400000000000000e+04,1.434300000000000000e+04,6.276000000000000000e+03,2.907000000000000000e+03,1.554000000000000000e+03,7.820000000000000000e+02,3.670000000000000000e+02,2.410000000000000000e+02
3.050800000000000000e+04,1.389100000000000000e+04,5.878000000000000000e+03,2.583000000000000000e+03,1.268000000000000000e+03,6.240000000000000000e+02,2.770000000000000000e+02,1.770000000000000000e+02
