7.461576163768768311e-02,9.843000173568725586e-01
6.200354546308517456e-02,9.868999719619750977e-01
6.785187125205993652e-02,9.847000241279602051e-01
6.093750149011611938e-02,9.866999983787536621e-01
7.278822362422943115e-02,9.843999743461608887e-01
6.474356353282928467e-02,9.833999872207641602e-01
6.524835526943206787e-02,9.843000173568725586e-01
5.841197445988655090e-02,9.872000217437744141e-01
4.900174587965011597e-02,9.879999756813049316e-01
4.633017256855964661e-02,9.887999892234802246e-01
