0.000000000000000000e+00,1.246400000000000008e-01,5.544673800888461068e-01,1.129946282936691748e+00,1.757873763615551699e+00,2.444142775723494587e+00,3.147849438654409582e+00,3.838811200059508710e+00,4.486219349098975684e+00,5.072886569680379765e+00
0.000000000000000000e+00,1.460800000000000154e-01,5.973755321013074493e-01,1.176253598638422160e+00,1.812507313936530862e+00,2.505819206744665628e+00,3.211842702322371679e+00,3.893294702265484464e+00,4.533126365273766112e+00,5.117234518048751291e+00
0.000000000000000000e+00,1.295999999999999930e-01,5.506697260898845148e-01,1.112522376179092998e+00,1.730842146232844714e+00,2.414970113579852917e+00,3.109280698357816952e+00,3.780455050515600934e+00,4.411106739207056648e+00,4.987621810565199709e+00
0.000000000000000000e+00,9.920000000000002427e-02,5.131195280706155604e-01,1.068393730429050503e+00,1.681279179068881913e+00,2.352587008722879958e+00,3.042115773431156800e+00,3.714451956501553465e+00,4.343775510701432196e+00,4.920549577811495823e+00
0.000000000000000000e+00,1.211200000000000332e-01,5.599915900848075889e-01,1.132273592808254126e+00,1.748780673996362278e+00,2.437124828056768777e+00,3.135625905515163403e+00,3.814464756691067659e+00,4.453420325121450141e+00,5.038054103443241338e+00
0.000000000000000000e+00,8.752000000000000057e-02,5.049951360627693564e-01,1.070853108085045191e+00,1.686978901351327220e+00,2.366983960365369732e+00,3.075396160673757429e+00,3.761066009757333628e+00,4.412519327043545658e+00,5.007284619997948383e+00
0.000000000000000000e+00,1.214399999999999924e-01,5.637531540854998635e-01,1.140399202560373082e+00,1.775132121295093457e+00,2.465590137690433892e+00,3.175095296767623587e+00,3.853317259586968024e+00,4.494158550625831694e+00,5.073462093501204251e+00
0.000000000000000000e+00,1.383999999999999952e-01,5.715005240976152034e-01,1.140750613541924752e+00,1.767546467099091689e+00,2.448847072035938766e+00,3.131041773605617973e+00,3.795518974479327401e+00,4.411319291529809838e+00,4.968618029514519918e+00
0.000000000000000000e+00,1.144000000000000156e-01,5.456245520816922490e-01,1.119462299754916179e+00,1.748926554121140953e+00,2.437383281707370841e+00,3.150995811607809394e+00,3.842316190883641180e+00,4.491847411656449296e+00,5.082223952722459970e+00
0.000000000000000000e+00,1.489600000000000091e-01,5.856594421030381081e-01,1.147238495545120696e+00,1.770519966110620347e+00,2.445465202389018877e+00,3.128099377253696023e+00,3.782358629085941892e+00,4.391781001764315739e+00,4.943944070611522967e+00
