9.303421527147293091e-02,9.878588914871215820e-01
6.576178222894668579e-02,9.898585677146911621e-01
8.579386770725250244e-02,9.880017042160034180e-01
7.986694574356079102e-02,9.888587594032287598e-01
8.808796107769012451e-02,9.864305257797241211e-01
9.808115661144256592e-02,9.880017042160034180e-01
7.682839781045913696e-02,9.885730743408203125e-01
9.146631509065628052e-02,9.871447086334228516e-01
8.321697264909744263e-02,9.882873892784118652e-01
4.314960539340972900e-02,9.912869334220886230e-01
