1.439366489648818970e-01,8.038154244422912598e-01
1.440940350294113159e-01,8.031791448593139648e-01
1.423372626304626465e-01,8.058505654335021973e-01
1.468377560377120972e-01,8.049746751785278320e-01
1.532410830259323120e-01,8.063271045684814453e-01
1.499965637922286987e-01,8.040081858634948730e-01
1.505629122257232666e-01,8.032698631286621094e-01
1.475201696157455444e-01,8.040205836296081543e-01
1.449957937002182007e-01,8.093609809875488281e-01
1.428627073764801025e-01,8.008522391319274902e-01
