1.428571428571428679e-04,1.342857142857142860e-02,7.628571428571429003e-02,1.880000000000000004e-01,3.235714285714285654e-01,4.075714285714285845e-01,4.074285714285714177e-01,3.625714285714285445e-01
2.857142857142857357e-04,1.342857142857142860e-02,6.857142857142857484e-02,1.620000000000000051e-01,3.441428571428571392e-01,4.271428571428571574e-01,3.597142857142857086e-01,3.215714285714285636e-01
0.000000000000000000e+00,1.328571428571428611e-02,9.199999999999999845e-02,2.051428571428571546e-01,3.605714285714285983e-01,4.688571428571428612e-01,4.338571428571428301e-01,3.805714285714285605e-01
2.857142857142857357e-04,1.700000000000000122e-02,9.057142857142856662e-02,1.654285714285714248e-01,3.062857142857142723e-01,3.872857142857142887e-01,4.402857142857142803e-01,4.299999999999999933e-01
2.857142857142857357e-04,8.428571428571429366e-03,9.371428571428570831e-02,1.528571428571428581e-01,2.501428571428571668e-01,2.798571428571428599e-01,2.982857142857142652e-01,3.168571428571428372e-01
2.857142857142857140e-03,3.714285714285714413e-02,1.355714285714285650e-01,2.375714285714285723e-01,3.947142857142857397e-01,4.731428571428571428e-01,4.642857142857143016e-01,4.085714285714285854e-01
5.285714285714285948e-03,2.342857142857142708e-02,1.072857142857142898e-01,2.527142857142857246e-01,4.269999999999999907e-01,5.028571428571428914e-01,4.729999999999999760e-01,4.101428571428571423e-01
0.000000000000000000e+00,1.142857142857142943e-03,3.457142857142857240e-02,1.140000000000000041e-01,2.362857142857142934e-01,3.584285714285714297e-01,4.132857142857143118e-01,3.820000000000000062e-01
5.714285714285714714e-04,1.742857142857142869e-02,7.742857142857142994e-02,2.102857142857142980e-01,3.537142857142857033e-01,4.517142857142857348e-01,4.315714285714285503e-01,3.892857142857142905e-01
7.142857142857142851e-04,6.714285714285714302e-03,7.185714285714285554e-02,1.724285714285714310e-01,2.687142857142857388e-01,3.974285714285714088e-01,4.655714285714285805e-01,4.652857142857143025e-01
