2.000000000000000000e+01,3.349829116250930383e+01,9.733726695831069264e+01,9.822320659250566166e+01,9.911542283291791477e+01,9.950263983940772050e+01,9.970552002829474247e+01,9.983884503612010519e+01,9.989592264771786745e+01,9.996076606187422442e+01
2.000000000000000000e+01,3.053171796448207331e+01,9.635548495807164215e+01,9.742438625998636326e+01,9.881644438885922455e+01,9.936672405489204607e+01,9.972830303595678458e+01,9.982738221952477886e+01,9.989772502960916256e+01,9.995735240854763504e+01
2.000000000000000000e+01,3.754517857683666904e+01,9.673372368589141956e+01,9.761426126586091812e+01,9.896271050803211722e+01,9.932234185495714485e+01,9.965010972759635877e+01,9.978918705223375696e+01,9.993140131168478035e+01,1.000000000000000000e+02
2.000000000000000000e+01,3.534581479081324318e+01,9.577739187601788728e+01,9.691649659901091240e+01,9.867205050878095562e+01,9.931216310994803109e+01,9.962413425008500667e+01,9.983420264101141584e+01,9.990397673846018733e+01,1.000000000000000000e+02
2.000000000000000000e+01,3.031923474765248017e+01,9.648612179300485536e+01,9.716824848373219936e+01,9.881869179088070609e+01,9.930533267746828585e+01,9.966191522807888248e+01,9.970520037184962803e+01,9.983101199259382952e+01,9.990306239414921663e+01
2.000000000000000000e+01,2.828640752312324835e+01,9.592733372007114667e+01,9.715026958078665587e+01,9.860366209035014151e+01,9.924631393727445072e+01,9.952750855063766267e+01,9.969419552945086593e+01,9.976248762424987149e+01,9.988353208533897032e+01
2.000000000000000000e+01,3.840151015583758465e+01,9.680704313145049866e+01,9.780571346903199981e+01,9.907609648670769786e+01,9.937998416522111711e+01,9.966562474274265071e+01,9.978973293709655934e+01,9.985207834145948880e+01,9.987989761015185763e+01
2.000000000000000000e+01,3.069255013642053598e+01,9.669201576054895497e+01,9.722962870412899861e+01,9.909174299312229550e+01,9.934354375831210859e+01,9.967772554010110753e+01,9.980650062122616362e+01,9.985694495211750166e+01,9.993786246893122893e+01
2.000000000000000000e+01,3.257699554970851352e+01,9.556414186789805854e+01,9.715709026192440945e+01,9.838225693388496040e+01,9.913934145499968054e+01,9.952815045578633146e+01,9.973119114281607267e+01,9.981250282196199919e+01,9.985639215664730273e+01
2.000000000000000000e+01,3.623938587037921621e+01,9.527386551422806349e+01,9.746353554727151902e+01,9.903575722558366579e+01,9.946304977380009404e+01,9.971650052017437815e+01,9.988850216909044377e+01,9.992589118969678452e+01,9.996043052837573839e+01
