7.477476447820663452e-02,9.812666773796081543e-01
6.388962268829345703e-02,9.829666614532470703e-01
7.024309039115905762e-02,9.826666712760925293e-01
7.057151943445205688e-02,9.822999835014343262e-01
6.695164740085601807e-02,9.836999773979187012e-01
7.026313990354537964e-02,9.829000234603881836e-01
6.300877779722213745e-02,9.843999743461608887e-01
5.563531443476676941e-02,9.858666658401489258e-01
7.713547348976135254e-02,9.814333319664001465e-01
6.201905757188796997e-02,9.843000173568725586e-01
