1.000000000000000000e+02,9.985724429589852491e+01,9.913589838846354496e+01,9.871147798788652494e+01,9.783683479367286395e+01,9.647381803011803925e+01,9.414471316313670002e+01,8.914921138602397832e+01,8.085787668731978783e+01,6.669480781480466192e+01
1.000000000000000000e+02,9.985812533187568363e+01,9.927847358447753834e+01,9.895518448600357431e+01,9.787674180366151688e+01,9.635432490856004506e+01,9.345303807106975569e+01,8.915400937792496450e+01,8.097322724149675821e+01,6.735550282585724347e+01
1.000000000000000000e+02,9.981315867813391662e+01,9.915366478568623165e+01,9.882253113704548753e+01,9.797400454822773952e+01,9.633201898490510473e+01,9.349113049213579529e+01,8.846027607178483265e+01,7.957274304456127823e+01,6.467989932179082757e+01
1.000000000000000000e+02,9.989213260841665942e+01,9.927090142015458696e+01,9.907708627067648877e+01,9.802795536958564071e+01,9.653006456862541995e+01,9.374371969326492149e+01,8.918386012273016661e+01,8.003048026685392813e+01,6.624368329207763395e+01
1.000000000000000000e+02,9.990083973708291865e+01,9.928659723689052896e+01,9.874852916796129421e+01,9.794568280271616345e+01,9.676942530946958243e+01,9.428505140093139403e+01,8.931390798326462743e+01,8.048339041022430251e+01,6.601112628818290773e+01
1.000000000000000000e+02,9.986071914417198059e+01,9.904516267588509493e+01,9.879970398201004400e+01,9.766106766208675083e+01,9.634179999813709117e+01,9.374262108045823538e+01,8.865104221710063825e+01,7.997496061394647882e+01,6.565999707198255919e+01
1.000000000000000000e+02,9.986075572873087935e+01,9.918886428427488511e+01,9.880701070499797822e+01,9.794862788376971707e+01,9.648836378769927080e+01,9.346579206993447997e+01,8.808081723536510310e+01,7.885210860360123775e+01,6.353632472438067680e+01
1.000000000000000000e+02,9.982868442070959247e+01,9.912281736963058165e+01,9.861145426108123502e+01,9.774025516588217499e+01,9.614242139063613024e+01,9.335460406257219290e+01,8.885147874142094793e+01,8.036603129374377374e+01,6.688330523357576851e+01
1.000000000000000000e+02,9.985577858331259904e+01,9.934589019058101655e+01,9.905291087450309817e+01,9.790394540948935287e+01,9.635222928586230751e+01,9.366368452945103229e+01,8.901755883227275490e+01,8.043945458483821653e+01,6.620889994254227418e+01
1.000000000000000000e+02,9.994275388120827586e+01,9.946236628636722799e+01,9.929115469179114939e+01,9.834069124016367880e+01,9.698693864306306978e+01,9.445303407842742160e+01,8.948265858307222231e+01,8.048402568145611724e+01,6.708287963741625504e+01
