1.160000000000000000e+03,4.240000000000000000e+03,5.406000000000000000e+03,6.171000000000000000e+03,6.504000000000000000e+03,6.741000000000000000e+03,6.837000000000000000e+03,6.837000000000000000e+03
1.352000000000000000e+03,4.198000000000000000e+03,5.371000000000000000e+03,6.171000000000000000e+03,6.545000000000000000e+03,6.785000000000000000e+03,6.878000000000000000e+03,6.878000000000000000e+03
1.135000000000000000e+03,3.996000000000000000e+03,5.230000000000000000e+03,6.018000000000000000e+03,6.478000000000000000e+03,6.738000000000000000e+03,6.822000000000000000e+03,6.822000000000000000e+03
1.056000000000000000e+03,4.010000000000000000e+03,5.340000000000000000e+03,6.074000000000000000e+03,6.530000000000000000e+03,6.771000000000000000e+03,6.856000000000000000e+03,6.856000000000000000e+03
1.633000000000000000e+03,4.256000000000000000e+03,5.465000000000000000e+03,6.141000000000000000e+03,6.522000000000000000e+03,6.751000000000000000e+03,6.845000000000000000e+03,6.845000000000000000e+03
1.133000000000000000e+03,3.930000000000000000e+03,5.219000000000000000e+03,6.033000000000000000e+03,6.469000000000000000e+03,6.724000000000000000e+03,6.822000000000000000e+03,6.822000000000000000e+03
1.131000000000000000e+03,4.012000000000000000e+03,5.271000000000000000e+03,6.038000000000000000e+03,6.515000000000000000e+03,6.755000000000000000e+03,6.842000000000000000e+03,6.842000000000000000e+03
1.447000000000000000e+03,4.286000000000000000e+03,5.498000000000000000e+03,6.165000000000000000e+03,6.518000000000000000e+03,6.751000000000000000e+03,6.840000000000000000e+03,6.840000000000000000e+03
1.169000000000000000e+03,4.126000000000000000e+03,5.401000000000000000e+03,6.084000000000000000e+03,6.530000000000000000e+03,6.750000000000000000e+03,6.847000000000000000e+03,6.847000000000000000e+03
1.338000000000000000e+03,4.481000000000000000e+03,5.658000000000000000e+03,6.284000000000000000e+03,6.642000000000000000e+03,6.822000000000000000e+03,6.905000000000000000e+03,6.905000000000000000e+03
